ID;Semestre;Sede;Programa;En su rol como estudiante ¿Que tan identificado se siente con la mision y la vision de la Institucion?;¿ Ha asistido a reuniones dispuestas por el programa en las cuales se da a conocer el Proyecto Educativo del Programa?;¿ El Proyecto Educativo del Programa garantiza el funcionamiento de su programa?; ¿El numero de docentes es suficientes para satisfacer las necesidades academicas de su programa?;¿La relacion entre la cantidad de estudiantes de su programa y los recursos académicos (libros, material de apoyo, bases de datos, guías de talleres, asesorías)  disponibles es la adecuada?;¿La relación entre la cantidad de estudiantes de su programa y los recursos físicos( laboratorios, salas de cómputo, bibliotecas, aulas de clase, equipos audiovisuales) disponibles es la adecuada?;¿ Ha asistido a reuniones dispuestas por el programa en las cuales se da a conocer el Reglamento Estudiantil?;¿Cuál es el medio a través del cual consulta el Reglamento Estudiantil?;¿Conoce los comités directivos del programa en los que puede participar como estudiante?;¿La participación de los estudiantes en los comités del programa ha contribuido con la toma decisiones?;¿Los docentes del programa cumplen con las expectativas en cuanto a experiencia para desarrallar las actividades académicas?;¿ Considera que la aplicación de las políticas en cuanto a la permanencia de sus docentes,  es?:;En el desarrollo de sus cursos, ¿ Usted utiliza materiales de apoyo o guías producidas por sus profesores? Si su respuesta es afirmativa, continúe con la siguiente pregunta;La calidad de los materiales de apoyo producidos por los profesores para el desarrollo de las actividades académicas, es:;De acuerdo con la metodología del programa, la pertinencia (adecuado) de los materiales de apoyo producidos por sus profesores para llevar a cabo las actividades académicas, es:;¿Conoce la reglamentación que regula la flexibilidad (entendida como movilidad, créditos optativos, créditos homologables, cursos electivos, alternativas de opción de grado) de su  plan de estudios?;¿ La reglamentación que regula la flexibilidad de su plan de estudios es eficaz y se aplica adecuadamente?;¿Considera que las estrategias llevadas a cabo para fomentar la interdisciplinariedad (relación de sus actividades académicas con otras disciplinas o áreas de conocimiento), han contribuido al mej...;¿ Existe correspondencia entre los métodos de enseñanza y aprendizaje que se emplean en su programa con los contenidos del Plan de Estudio?;¿Conoce las condiciones y exigencias académicas de permanencia y graduación ( entendidas como las estrategias que permitan al estudiante la culminación de sus estudios) de su programa?;¿Las estrategias que implementa el programa para que sus estudiantes finalicen su plan de estudios son adecuadas?;¿La reglamentación que regula la evaluación de su desempeño académico se divulga y se aplica adecuadamente?;¿ La evaluación que se realiza de su desempeño académico es coherente con los métodos pedagógicos (entendidos como estrategias de enseñanza)  empleados por los profesores?;¿El sistema de evaluación académica utilizado para valorar su desempeño académico le permite adquirir competencias, actitudes, conocimientos, capacidades y habilidades propias del programa?;¿Los procesos de evaluación y autoevaluación del programa han contribuido al mejoramiento de la calidad del mismo?;¿Conoce los programas que brinda Bienestar Institucional a la comunidad académica?;¿Las estrategias de divulgación de los programas que brinda Bienestar Institucional a la comunidad académica son efectivas?;¿Los servicios y actividades que brinda Bienestar Institucional han contribuido a su desarrollo personal?;¿Las orientaciones dadas en cuanto a los procesos administrativos que desarrolla su programa permiten cumplir a cabalidad con las funciones de docencia, investigación y proyección social?;¿La página web de la Institución es un buen medio para mantenerse informado?;¿Con que frecuencia consulta la página web de la Institución para mantenerse informado sobre temas de interés?;¿Cómo califica la efectividad de los sistemas de información académica (correos electrónicos, plataformas virtuales, bibliotecas digitales, etc.) de su Programa:;¿Cómo califica la efectividad de los procesos comunicativos ( medios utilizados para informar al estudiante) al interior de su Programa:;¿Cómo califica la calidad del acceso a los sistemas de comunicación e información del programa?;¿Cómo califica la orientación académica que ofrecen los directivos a su programa?;¿Cómo califica el liderazgo que demuestran los directivos de su programa?
1184;2;Popayan;Psicologia;Totalmente;NO;Sin respuesta;En cierta parte;En gran parte;Nada;NO;Sin respuesta;SI;En gran parte;En gran parte;Buena;SI;Buena;Buena;SI;En gran parte;En gran parte;En gran parte;SI;En gran parte;En gran parte;En gran parte;En gran parte;En gran parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En gran parte;Siempre;Buena;Buena;Buena;Buena;Buena
1185;8;Popayan;Psicologia;En gran parte;SI;Totalmente;Totalmente;Totalmente;En cierta parte;SI;Pagina web institucional;NO;Sin respuesta;Totalmente;Buena;SI;Buena;Buena;NO;Sin respuesta;En gran parte;En gran parte;SI;En gran parte;Totalmente;En gran parte;En gran parte;Totalmente;Totalmente;En gran parte;En gran parte;En gran parte;Totalmente;Casi siempre;Buena;Buena;Buena;Buena;Buena
1186;4;Popayan;Trabajo Social;En gran parte;NO;Sin respuesta;En gran parte;Totalmente;En gran parte;SI;Medios impresos;NO;Sin respuesta;En gran parte;Buena;SI;Buena;Buena;NO;Sin respuesta;En gran parte;En gran parte;NO;Sin respuesta;En gran parte;En gran parte;En gran parte;En cierta parte;En gran parte;Totalmente;En cierta parte;En cierta parte;En cierta parte;Algunas veces ;Regular;Regular;Buena;Buena;Buena
1187;4;Popayan;Licenciatura en Educacion Artistica y Cultural;Totalmente;NO;Sin respuesta;Totalmente;Totalmente;Totalmente;SI;Otros;NO;Sin respuesta;Totalmente;Buena;SI;Excelente;Excelente;SI;Totalmente;En gran parte;Totalmente;NO;Sin respuesta;Totalmente;Totalmente;Totalmente;Totalmente;En cierta parte;En gran parte;En gran parte;En gran parte;Totalmente;Algunas veces ;Buena;Buena;Buena;Buena;Buena
1188;9;Popayan;Ingenieria Industrial;En gran parte;NO;Sin respuesta;En gran parte;Totalmente;En gran parte;NO;Sin respuesta;NO;Sin respuesta;Totalmente;Buena;SI;Buena;Buena;SI;En gran parte;En cierta parte;Totalmente;SI;Totalmente;En gran parte;En gran parte;En cierta parte;En gran parte;En cierta parte;Nada;Nada;En cierta parte;En cierta parte;Nunca;Buena;Excelente;Buena;Buena;Excelente
1189;5;Popayan;Contaduria Publica;En cierta parte;SI;Totalmente;En cierta parte;En cierta parte;En gran parte;SI;Pagina web institucional;SI;Totalmente;En gran parte;Buena;NO;;Buena;SI;En gran parte;Totalmente;Totalmente;NO;Sin respuesta;Totalmente;Totalmente;Totalmente;En gran parte;En gran parte;En gran parte;En gran parte;Totalmente;Totalmente;Algunas veces ;Buena;Buena;Buena;Excelente;Excelente
1190;5;Norte - Santander de Q;Psicologia;En cierta parte;SI;En gran parte;Totalmente;En cierta parte;Nada;NO;Sin respuesta;NO;Sin respuesta;En gran parte;Buena;SI;Buena;Buena;NO;Sin respuesta;En gran parte;Totalmente;NO;Sin respuesta;En cierta parte;En gran parte;En gran parte;En gran parte;En gran parte;En gran parte;En gran parte;En gran parte;En cierta parte;Algunas veces ;Buena;Buena;Regular;Buena;Regular
1191;5;Norte - Santander de Q;Psicologia;En gran parte;NO;Sin respuesta;En gran parte;En cierta parte;En cierta parte;SI;Pagina web institucional;NO;Sin respuesta;En gran parte;Regular;SI;Buena;Buena;SI;En gran parte;En gran parte;En gran parte;SI;En gran parte;En gran parte;En gran parte;En gran parte;En gran parte;En gran parte;En gran parte;Totalmente;En gran parte;En gran parte;Algunas veces ;Buena;Regular;Regular;Buena;Buena
1192;5;Norte - Santander de Q;Psicologia;En cierta parte;NO;Sin respuesta;En gran parte;En gran parte;En cierta parte;SI;Otros;NO;Sin respuesta;Totalmente;Buena;SI;Excelente;Buena;SI;Totalmente;Totalmente;En gran parte;SI;En gran parte;En gran parte;En gran parte;Totalmente;En gran parte;Totalmente;En gran parte;En gran parte;En gran parte;En gran parte;Algunas veces ;Regular;Buena;Buena;Buena;Buena
1193;5;Norte - Santander de Q;Psicologia;En cierta parte;NO;Sin respuesta;En cierta parte;En cierta parte;Nada;NO;Sin respuesta;NO;Sin respuesta;En gran parte;Buena;SI;Buena;Buena;NO;Sin respuesta;En gran parte;En gran parte;NO;Sin respuesta;En gran parte;En gran parte;En cierta parte;En cierta parte;En gran parte;En gran parte;En cierta parte;En gran parte;En gran parte;Casi siempre;Regular;Buena;Buena;Buena;Buena
1194;4;Popayan;Psicologia;En gran parte;SI;En gran parte;En gran parte;En gran parte;En gran parte;SI;Pagina web institucional;SI;En gran parte;Totalmente;Buena;SI;Buena;Buena;NO;Sin respuesta;En gran parte;En gran parte;NO;Sin respuesta;En cierta parte;En gran parte;En gran parte;En gran parte;En gran parte;En gran parte;En cierta parte;En gran parte;En gran parte;Siempre;Excelente;Buena;Buena;Buena;Excelente
1195;5;Norte - Santander de Q;Psicologia;Totalmente;SI;Totalmente;Totalmente;En cierta parte;En cierta parte;SI;Pagina web institucional;SI;En cierta parte;En gran parte;Buena;SI;Excelente;Buena;NO;Sin respuesta;Totalmente;En gran parte;SI;En cierta parte;En gran parte;Totalmente;En gran parte;En gran parte;En cierta parte;En cierta parte;En cierta parte;En gran parte;En cierta parte;Algunas veces ;Regular;Regular;Regular;Buena;Buena
1196;5;Norte - Santander de Q;Psicologia;En gran parte;NO;Sin respuesta;En cierta parte;Nada;Nada;NO;Sin respuesta;NO;Sin respuesta;En cierta parte;Regular;NO;Sin respuesta;Buena;SI;En gran parte;En gran parte;En gran parte;SI;En gran parte;En gran parte;En gran parte;En gran parte;En gran parte;En gran parte;Nada;En cierta parte;En gran parte;Nada;Casi siempre;Mala;Mala;Regular;Regular;Regular
1197;5;Norte - Santander de Q;Psicologia;En gran parte;SI;En gran parte;En cierta parte;Nada;En cierta parte;SI;Pagina web institucional;SI;En cierta parte;Totalmente;Excelente;SI;Excelente;Buena;SI;En gran parte;En gran parte;En gran parte;NO;Sin respuesta;En gran parte;En gran parte;En gran parte;En gran parte;Totalmente;Totalmente;Totalmente;En gran parte;En gran parte;Siempre;Buena;Buena;Excelente;Buena;Buena
1198;5;Norte - Santander de Q;Psicologia;Totalmente;SI;Totalmente;En gran parte;Totalmente;En gran parte;SI;Pagina web institucional;SI;En gran parte;En gran parte;Regular;SI;Buena;Excelente;SI;En gran parte;En cierta parte;En gran parte;SI;En gran parte;Totalmente;Totalmente;En gran parte;En gran parte;En gran parte;En gran parte;En gran parte;En gran parte;En gran parte;Siempre;Excelente;Excelente;Excelente;Excelente;Excelente
1199;5;Norte - Santander de Q;Psicologia;En cierta parte;NO;Sin respuesta;En gran parte;En gran parte;En gran parte;NO;Sin respuesta;SI;En gran parte;En gran parte;Buena;SI;Buena;Buena;SI;En cierta parte;En gran parte;En gran parte;SI;En gran parte;En gran parte;En gran parte;En gran parte;En gran parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En gran parte;Casi siempre;Buena;Buena;Buena;Buena;Buena
1200;3;Popayan;Ingenieria de Sistemas;En gran parte;SI;Totalmente;En cierta parte;En gran parte;En gran parte;SI;Pagina web institucional;NO;Sin respuesta;En gran parte;Buena;SI;Excelente;Excelente;SI;En gran parte;En gran parte;En gran parte;NO;Sin respuesta;En gran parte;En gran parte;En gran parte;En gran parte;Totalmente;Totalmente;En gran parte;En gran parte;En gran parte;Casi siempre;Buena;Buena;Buena;Buena;Buena
1201;5;Norte - Santander de Q;Psicologia;En gran parte;NO;Sin respuesta;Totalmente;En gran parte;En cierta parte;SI;Medios impresos;NO;Sin respuesta;Totalmente;Buena;SI;Buena;Excelente;NO;Sin respuesta;En gran parte;Totalmente;NO;Sin respuesta;Totalmente;Totalmente;Totalmente;Totalmente;Totalmente;Totalmente;Totalmente;Totalmente;En gran parte;Algunas veces ;Buena;Buena;Buena;Excelente;Excelente
1202;7;Popayan;Psicologia;En gran parte;NO;Sin respuesta;En cierta parte;En gran parte;En gran parte;NO;Sin respuesta;NO;Sin respuesta;En gran parte;Buena;SI;Buena;Buena;NO;Sin respuesta;En gran parte;En gran parte;NO;Sin respuesta;Totalmente;Totalmente;En gran parte;Totalmente;En gran parte;En gran parte;Totalmente;En gran parte;En gran parte;Siempre;Regular;Regular;Buena;Buena;Buena
1203;5;Norte - Santander de Q;Psicologia;En gran parte;SI;En gran parte;En cierta parte;En cierta parte;En cierta parte;SI;Pagina web institucional;SI;En gran parte;En gran parte;Buena;SI;Buena;Buena;NO;Sin respuesta;En gran parte;En gran parte;SI;En gran parte;En gran parte;En gran parte;En gran parte;En gran parte;En cierta parte;En cierta parte;En cierta parte;En gran parte;En cierta parte;Algunas veces ;Regular;Buena;Regular;Buena;Regular
1204;4;Popayan;Ingenieria de Sistemas;En gran parte;NO;Sin respuesta;En cierta parte;Nada;En gran parte;NO;Sin respuesta;NO;Sin respuesta;En gran parte;Buena;NO;Sin respuesta;Regular;NO;Sin respuesta;En cierta parte;En cierta parte;NO;Sin respuesta;En gran parte;En cierta parte;En gran parte;En gran parte;En cierta parte;En cierta parte;En gran parte;En gran parte;En cierta parte;Casi siempre;Buena;Buena;Regular;Buena;Buena
1205;3;Popayan;Ingenieria de Sistemas;En cierta parte;NO;Sin respuesta;En cierta parte;En gran parte;En gran parte;NO;Sin respuesta;NO;Sin respuesta;Totalmente;Buena;NO;Sin respuesta;Regular;SI;Totalmente;En gran parte;En gran parte;SI;Totalmente;En gran parte;Totalmente;En gran parte;En gran parte;Totalmente;Totalmente;En gran parte;En gran parte;Totalmente;Algunas veces ;Excelente;Excelente;Excelente;Buena;Excelente
1206;5;Norte - Santander de Q;Psicologia;Nada;NO;Sin respuesta;En gran parte;En cierta parte;En cierta parte;NO;Sin respuesta;NO;Sin respuesta;En cierta parte;Buena;SI;Regular;Regular;NO;Sin respuesta;En cierta parte;En cierta parte;SI;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;Algunas veces ;Buena;Buena;Buena;Buena;Buena
1207;5;Norte - Santander de Q;Psicologia;En gran parte;SI;En gran parte;Totalmente;En cierta parte;En cierta parte;SI;Difusion por parte de la Direccion del Programa;SI;En gran parte;En gran parte;Buena;SI;Buena;Buena;SI;En gran parte;En gran parte;En gran parte;SI;En gran parte;En gran parte;En gran parte;En gran parte;Totalmente;En gran parte;En gran parte;En cierta parte;En gran parte;Totalmente;Casi siempre;Buena;Buena;Buena;Buena;Buena
1208;3;Popayan;Ingenieria de Sistemas;Totalmente;SI;Totalmente;En gran parte;Totalmente;En cierta parte;NO;Sin respuesta;SI;Totalmente;Totalmente;Excelente;SI;Buena;Excelente;NO;Sin respuesta;Totalmente;Totalmente;SI;En gran parte;En gran parte;En gran parte;En gran parte;En gran parte;En gran parte;En gran parte;En gran parte;En gran parte;En gran parte;Algunas veces ;Buena;Excelente;Excelente;Excelente;Excelente
1209;8;Popayan;Psicologia;En gran parte;NO;Sin respuesta;En cierta parte;Nada;Nada;NO;Sin respuesta;NO;Sin respuesta;En cierta parte;Regular;SI;Buena;Buena;SI;En cierta parte;En cierta parte;En cierta parte;SI;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En gran parte;En cierta parte;En gran parte;En cierta parte;En cierta parte;En gran parte;Algunas veces ;Regular;Regular;Regular;Regular;Buena
1210;5;Norte - Santander de Q;Psicologia;En cierta parte;NO;Sin respuesta;En cierta parte;En cierta parte;En cierta parte;NO;Sin respuesta;NO;Sin respuesta;En gran parte;Buena;SI;Buena;Buena;SI;En cierta parte;En cierta parte;En cierta parte;SI;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;Totalmente;Siempre;Buena;Buena;Buena;Buena;Buena
1211;5;Norte - Santander de Q;Psicologia;En cierta parte;NO;Sin respuesta;En cierta parte;En cierta parte;En cierta parte;NO;Sin respuesta;NO;Sin respuesta;En gran parte;Buena;SI;Buena;Buena;SI;En cierta parte;En cierta parte;En cierta parte;SI;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;Totalmente;Siempre;Buena;Buena;Buena;Buena;Buena
1212;5;Norte - Santander de Q;Psicologia;En cierta parte;NO;Sin respuesta;En cierta parte;En cierta parte;En cierta parte;NO;Sin respuesta;NO;Sin respuesta;En gran parte;Buena;SI;Buena;Buena;SI;En cierta parte;En cierta parte;En cierta parte;SI;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;Totalmente;Siempre;Buena;Buena;Buena;Buena;Buena
1213;5;Norte - Santander de Q;Psicologia;En cierta parte;NO;Sin respuesta;En cierta parte;En cierta parte;En cierta parte;NO;Sin respuesta;NO;Sin respuesta;En gran parte;Buena;SI;Buena;Buena;SI;En cierta parte;En cierta parte;En cierta parte;SI;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;Totalmente;Siempre;Buena;Buena;Buena;Buena;Buena
1214;5;Norte - Santander de Q;Psicologia;En cierta parte;NO;Sin respuesta;En cierta parte;En cierta parte;En cierta parte;NO;Sin respuesta;NO;Sin respuesta;En gran parte;Buena;SI;Buena;Buena;SI;En cierta parte;En cierta parte;En cierta parte;SI;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;Totalmente;Siempre;Buena;Buena;Buena;Buena;Buena
1215;6;Popayan;Psicologia;En cierta parte;SI;En gran parte;En cierta parte;En cierta parte;En cierta parte;SI;Pagina web institucional;NO;Sin respuesta;En gran parte;Buena;SI;Buena;Buena;NO;Sin respuesta;En cierta parte;En cierta parte;NO;Sin respuesta;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;Algunas veces ;Regular;Regular;Buena;Regular;Buena
1216;3;Popayan;Ingenieria de Sistemas;En cierta parte;NO;Sin respuesta;En cierta parte;En cierta parte;En cierta parte;SI;Pagina web institucional;SI;En gran parte;En gran parte;Buena;SI;Buena;Buena;NO;Sin respuesta;En gran parte;En cierta parte;NO;Sin respuesta;En gran parte;En cierta parte;Totalmente;En cierta parte;En gran parte;En cierta parte;En cierta parte;En gran parte;En cierta parte;Nunca;Buena;Buena;Buena;Excelente;Excelente
1217;5;Norte - Santander de Q;Psicologia;En gran parte;SI;En gran parte;Nada;Totalmente;En cierta parte;NO;Sin respuesta;NO;Sin respuesta;Totalmente;Buena;SI;Regular;Buena;SI;En cierta parte;En cierta parte;En gran parte;SI;Totalmente;En gran parte;Nada;Totalmente;En cierta parte;Nada;En cierta parte;Totalmente;En gran parte;Nada;Algunas veces ;Mala;Buena;Buena;Regular;Buena
1218;5;Norte - Santander de Q;Psicologia;En cierta parte;NO;Sin respuesta;En cierta parte;En cierta parte;En cierta parte;NO;Sin respuesta;NO;Sin respuesta;En gran parte;Buena;SI;Buena;Buena;SI;En cierta parte;En cierta parte;En cierta parte;SI;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;Totalmente;Siempre;Buena;Buena;Buena;Buena;Buena
1219;5;Norte - Santander de Q;Psicologia;En cierta parte;NO;Sin respuesta;En cierta parte;En cierta parte;En cierta parte;NO;Sin respuesta;NO;Sin respuesta;En gran parte;Buena;SI;Buena;Buena;SI;En cierta parte;En cierta parte;En cierta parte;SI;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;Totalmente;Siempre;Buena;Buena;Buena;Buena;Buena
1220;5;Norte - Santander de Q;Psicologia;En cierta parte;NO;Sin respuesta;En cierta parte;En cierta parte;En cierta parte;NO;Sin respuesta;NO;Sin respuesta;En gran parte;Buena;SI;Buena;Buena;SI;En cierta parte;En cierta parte;En cierta parte;SI;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;Totalmente;Siempre;Buena;Buena;Buena;Buena;Buena
1221;1;Popayan;Administracion de Empresas Agropecuarias;En cierta parte;SI;En gran parte;Totalmente;Totalmente;En gran parte;NO;Sin respuesta;NO;Sin respuesta;Totalmente;Buena;SI;Buena;Buena;SI;En gran parte;En gran parte;Totalmente;NO;Sin respuesta;En gran parte;Totalmente;En gran parte;En gran parte;En gran parte;En gran parte;Totalmente;En gran parte;Totalmente;Algunas veces ;Buena;Buena;Buena;Excelente;Excelente
1222;5;Norte - Santander de Q;Psicologia;En cierta parte;NO;Sin respuesta;En cierta parte;En cierta parte;En cierta parte;NO;Sin respuesta;NO;Sin respuesta;En gran parte;Buena;SI;Buena;Buena;SI;En cierta parte;En cierta parte;En cierta parte;SI;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;Totalmente;Siempre;Buena;Buena;Buena;Buena;Buena
1223;5;Norte - Santander de Q;Psicologia;En cierta parte;NO;Sin respuesta;En cierta parte;En cierta parte;En cierta parte;NO;Sin respuesta;NO;Sin respuesta;En gran parte;Buena;SI;Buena;Buena;SI;En cierta parte;En cierta parte;En cierta parte;SI;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;Totalmente;Siempre;Buena;Buena;Buena;Buena;Buena
1224;6;Popayan;Ingenieria de Sistemas;En gran parte;NO;Sin respuesta;Totalmente;En gran parte;En gran parte;SI;Pagina web institucional;NO;Sin respuesta;Totalmente;Buena;NO;Sin respuesta;Buena;NO;Sin respuesta;En gran parte;Totalmente;NO;Sin respuesta;Totalmente;En gran parte;Totalmente;Totalmente;En cierta parte;En cierta parte;En cierta parte;Totalmente;En cierta parte;Algunas veces ;Buena;Buena;Buena;Buena;Excelente
1225;3;Popayan;Ingenieria de Sistemas;En gran parte;SI;En gran parte;En cierta parte;En cierta parte;En cierta parte;NO;Sin respuesta;NO;Sin respuesta;Totalmente;Buena;SI;Buena;Buena;SI;En cierta parte;En cierta parte;En gran parte;NO;Sin respuesta;En cierta parte;En gran parte;En gran parte;En gran parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;Algunas veces ;Regular;Regular;Regular;Buena;Buena
1226;6;Popayan;Psicologia;En gran parte;NO;Sin respuesta;En cierta parte;En gran parte;En gran parte;NO;Sin respuesta;NO;Sin respuesta;En cierta parte;Buena;SI;Buena;Buena;NO;Sin respuesta;En cierta parte;En gran parte;NO;Sin respuesta;En gran parte;En cierta parte;En gran parte;En cierta parte;En gran parte;En gran parte;En cierta parte;En cierta parte;En gran parte;Casi siempre;Buena;Buena;Buena;Regular;Mala
1227;10;Norte - Santander de Q;Psicologia;En cierta parte;NO;Sin respuesta;En cierta parte;En cierta parte;En cierta parte;SI;Pagina web institucional;NO;Sin respuesta;En cierta parte;Buena;NO;Sin respuesta;Buena;NO;Sin respuesta;En cierta parte;En cierta parte;SI;En cierta parte;En cierta parte;En gran parte;En cierta parte;En gran parte;En gran parte;En cierta parte;Nada;En gran parte;En gran parte;Algunas veces ;Buena;Buena;Buena;Buena;Buena
1228;10;Norte - Santander de Q;Psicologia;En gran parte;SI;En gran parte;En cierta parte;En cierta parte;En cierta parte;NO;Sin respuesta;NO;Sin respuesta;En cierta parte;Regular;SI;Buena;Buena;NO;Sin respuesta;En cierta parte;En gran parte;SI;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;Nada;En cierta parte;En cierta parte;Algunas veces ;Regular;Regular;Regular;Regular;Mala
1229;10;Popayan;Ingenieria de Sistemas;En gran parte;SI;En gran parte;En gran parte;En cierta parte;Nada;NO;Sin respuesta;NO;Sin respuesta;En gran parte;Buena;SI;Buena;Buena;NO;Sin respuesta;En gran parte;En gran parte;SI;En gran parte;En gran parte;En gran parte;En gran parte;En gran parte;En gran parte;En gran parte;En cierta parte;En gran parte;En cierta parte;Algunas veces ;Buena;Excelente;Buena;Buena;Buena
1230;7;Norte - Santander de Q;Psicologia;En gran parte;SI;Totalmente;Totalmente;Totalmente;En gran parte;SI;Otros;SI;Totalmente;En cierta parte;Regular;SI;Regular;Buena;SI;En gran parte;En gran parte;En cierta parte;SI;En gran parte;Totalmente;En gran parte;En gran parte;En cierta parte;En gran parte;En gran parte;En gran parte;En gran parte;En gran parte;Casi siempre;Regular;Buena;Regular;Buena;Buena
1231;10;Norte - Santander de Q;Psicologia;Totalmente;NO;Sin respuesta;En gran parte;En cierta parte;En cierta parte;NO;Sin respuesta;NO;Sin respuesta;Totalmente;Buena;SI;Buena;Buena;NO;Sin respuesta;Totalmente;Totalmente;NO;Sin respuesta;Totalmente;En gran parte;En gran parte;Totalmente;En cierta parte;En gran parte;En cierta parte;En gran parte;En gran parte;Algunas veces ;Excelente;Buena;Regular;Buena;Buena
1232;10;Norte - Santander de Q;Psicologia;Totalmente;NO;Sin respuesta;En gran parte;Totalmente;En gran parte;NO;Sin respuesta;SI;En gran parte;Totalmente;Excelente;SI;Buena;Buena;SI;Totalmente;En gran parte;En gran parte;SI;En cierta parte;En gran parte;En gran parte;Totalmente;Totalmente;En gran parte;En gran parte;En cierta parte;En gran parte;Totalmente;Algunas veces ;Buena;Buena;Buena;Buena;Buena
1233;7;Norte - Santander de Q;Psicologia;En gran parte;SI;En cierta parte;En cierta parte;En cierta parte;Nada;SI;Difusion por parte de la Direccion del Programa;NO;Sin respuesta;En cierta parte;Buena;SI;Buena;Buena;NO;Sin respuesta;Totalmente;Totalmente;SI;En gran parte;Totalmente;Totalmente;En gran parte;En gran parte;Nada;En cierta parte;Nada;En cierta parte;En cierta parte;Algunas veces ;Buena;Buena;Buena;Buena;Buena
1234;10;Popayan;Psicologia;En gran parte;NO;Sin respuesta;En gran parte;Nada;Nada;SI;Pagina web institucional;NO;Sin respuesta;En cierta parte;Regular;SI;Buena;Buena;SI;En gran parte;En gran parte;En gran parte;SI;En gran parte;En gran parte;En gran parte;En gran parte;En gran parte;En cierta parte;Nada;En cierta parte;En gran parte;En gran parte;Siempre;Buena;Buena;Buena;Buena;Buena
1235;8;Popayan;Administracion de Empresas ;En gran parte;NO;Sin respuesta;En gran parte;En gran parte;En gran parte;SI;Pagina web institucional;SI;En gran parte;En gran parte;Buena;SI;Buena;Buena;SI;En gran parte;En gran parte;En gran parte;SI;En gran parte;En gran parte;En gran parte;En gran parte;En gran parte;En gran parte;En gran parte;En gran parte;En gran parte;Totalmente;Casi siempre;Buena;Buena;Buena;Buena;Buena
